,review,sentiment,mixed,negative,neutral,positive
31,I’ve been on Facebook for about a year now and I’ve never had problems logging on. Recently I’ve gotten a new phone and the app just takes me on a constant loop of uploading my ID and adding an email address. Once I provide that information the app informs me that it’s going to log me out. When I try to log in again I have to go through the same process of providing my ID and email. Jesus guys.,NEGATIVE,1.3106909136695323e-05,0.4253618717193604,0.2771289050579071,0.29749616980552673
32,"I have my active status off but now with the ‘rooms’ feature everyone can see if you’re online so pointless - please remove this.
Also, when posting a pic I can’t access my albums anymore",NEUTRAL,0.015659846365451813,0.0192594863474369,0.9320765733718872,0.033004164695739746
33,"Just had the latest update on my iPad Pro, now the back button top left doesn’t do anything. Fix this annoying bug please",NEGATIVE,0.0007562687969766557,0.7582266330718994,0.22642897069454196,0.014588125981390474
34,Make the damn Spotify preview work properly!! It’s constantly temperamental..and since the last 2 updates has stopped working completely,NEGATIVE,3.1605963158654056e-05,0.9281647205352784,0.055808041244745255,0.015995677560567856
35,"As of 02/11/20 the app keeps freezing on an Iphone 10 (latest update).

Whenever I try to react to a post the entire app freezes and forces me to restart the app which ruins the entire experince.",NEGATIVE,1.3976740547150257e-06,0.989349603652954,0.010443143546581268,0.00020593950466718522
36,Since update the tool bar and back arrow does not function.  I have a iPad,NEGATIVE,9.459688590141012e-05,0.9977521300315856,0.0013204371789470315,0.0008328817784786223
37,It’s now required to select which option you would like your photos to be shared since the latest update. The update froze the “photo access” making it unable to select an option & post from my camera roll. 😡,NEUTRAL,1.2731667993648445e-05,0.007013967726379633,0.7811740636825562,0.2117992490530014
38,This sounds like someone I know lol !! Ha,NEUTRAL,0.0016658339882269502,0.3294406533241272,0.4296531677246094,0.2392403334379196
39,I randomly got logged out of my account and the only way to log back in is getting a code from a number I no longer have. I followed the link offered to get help and after filling out the form I says the link is broken or the page is missing. What is going on? I usually love Facebook but I’m very unhappy right now and there’s no customer support to contact.,NEGATIVE,8.841196176945234e-06,0.9775609374046326,0.02200076356530189,0.0004294516984373331
40,"All the buttons (except the search box) at the top of the screen suddenly do not work. You can’t click < “Back” to go back. Can’t click on Messenger, nothing. Also, if you try to crop a photo before posting it, the posted version isn’t cropped!",NEUTRAL,0.015659846365451813,0.0192594863474369,0.9320765733718872,0.033004164695739746
41,Porque no me aparece la opción de Facebook parejas,NEGATIVE,5.967239644633082e-07,0.9979752898216248,0.001971641788259149,5.250781032373197e-05
42,"The last update leaves a “back” arrow at the top left of the screen that will not work.  <  ...this is frustrating to say the least , especially when you are in a page and need to go back, the button just doesn’t work!",NEUTRAL,0.015659846365451813,0.0192594863474369,0.9320765733718872,0.033004164695739746
43,Title says it all.,NEGATIVE,3.346886160215945e-06,0.9248143434524536,0.07401380687952043,0.0011685246136039493
44,"I have always been so pleased with the Facebook App, however, when my iPad operating system last updated, the app didn’t catch up.  I have deleted and reloaded the app numerous times.  I have checked every possible setting, but still bugs, bugs, bugs.  Several of the blue tab features at the top will only work when reloaded, but just for one opportunity.  I hope this can be remedied soon.  Thank you!",NEUTRAL,0.015659846365451813,0.0192594863474369,0.9320765733718872,0.033004164695739746
45,"I get ""kicked off"" arbitrarily when viewing pics.",NEGATIVE,0.04382866248488426,0.8785426616668701,0.03823936730623245,0.03938936814665794
46,Saved videos dont play past 10 seconds and wont scroll to the next one,NEUTRAL,0.015659846365451813,0.0192594863474369,0.9320765733718872,0.033004164695739746
47,So I posted something that goes against policy and got a 24 hour ban could not challenge it. And now it’s been 24 hours and I can’t log on at all. When I try logging on it says I have 24 hour ban  I hit continue button and get another message that I can’t log on and Facebook is working on the problem yet my wife can log on no problem What gives? Also tried to creat new account and can’t do that ether,NEUTRAL,6.386647783074295e-06,0.19123999774456024,0.4712114930152893,0.3375421166419983
48,My iPhone is not letting me use Facebook with my cellular data,NEUTRAL,5.352862899599131e-06,0.3688831627368927,0.6283670663833618,0.002744464669376612
49,"as the title says.
trash.

the poorman's social media platform.
trash.

the place grandma goes to post a rage face and call it comedy.
trash.

y'all are lucky that FB is still as popular in 3rd world countries, since it's one of the only reliable ways to send cheap texts. nonetheless.
trash.

data leak scandals, political influencing, rampant bot account issues, lack of transparency & security of user data. 
(say it with me,) trash.",NEGATIVE,5.438442167360336e-05,0.8215955495834351,0.14695939421653748,0.031390614807605736
50,That’s all I need to say,NEUTRAL,0.015659846365451813,0.0192594863474369,0.9320765733718872,0.033004164695739746
51,"No privacy, and doesn’t work at nights, nothing would load.",NEGATIVE,1.7655272586125648e-06,0.9702889919281006,0.02851223200559616,0.0011969938641414044
52,I would love to have dark mode. I’m sure millions of other would love to too.,NEGATIVE,9.566838343744166e-07,0.9992868304252625,0.0005993936792947353,0.00011281730257906021
53,"For the love of god, make dark mode available to us.",NEGATIVE,2.8084542691431125e-07,0.9986364245414734,0.0012669058050960302,9.64090140769258e-05
54,"I’m becoming overly annoyed that none of my pictures and videos will upload...I’ve been waiting now 5 hours for 5 pictures to load and it won’t work! Plus this isn’t the first my this scraps happened.

However many days later it still can’t post a group of pictures of myself....really but y’all let the group of pictures of my kids load and post. Doesn’t make any sense....",NEGATIVE,1.807345711313246e-06,0.993684470653534,0.005527528002858162,0.0007861998747102916
55,"I want the new dark mode Facebook, but every time I go to check to see if I can do it, the option isn’t there. My app is so called “up to date”, but I still don’t have the option!",NEGATIVE,3.5186109016649425e-05,0.7192802429199219,0.2060609757900238,0.07462361454963684
56,"Last night, the FB app and icon spontaneously disappeared from my phone. I reloaded from App Store, but it continues to be gone. What’s happening?",NEGATIVE,1.042123585648369e-05,0.7264577746391296,0.2527673840522766,0.02076434902846813
57,This is app gets worse and worse each year. Yesterday I was “temporarily blocked” for 24 hrs but was somehow kicked off of my page. The 24 hrs have passed and I have still not been allowed to even long into my page let alone being able to post anything. Everything I have from my son being born and so forth is on my Facebook and messenger and now I can’t access any of it. I hate Mark and Facebook as a whole.,NEGATIVE,2.9924602131359276e-05,0.6996117830276489,0.2711368501186371,0.02922155149281025
58,"Esta app quiere borrar explícito. El App, quiere actualización.",NEGATIVE,1.4045704119780567e-05,0.6637187004089355,0.2854552567005157,0.050812017172575
59,Facebook has become a censored tool for left-wing politics. Algorithms and moderating filter out dissenting opinions from the left-wing ideology of the liberal Facebook team. Stop using this app and show Facebook they must change.,NEGATIVE,6.502229371108115e-05,0.9582219123840332,0.022196175530552864,0.019516952335834503
60,...since last update. Also display for iPad looks small like for phone. what happened?  please fix.,NEGATIVE,1.7171450963360254e-05,0.9653671383857728,0.03155805543065071,0.003057561116293073
61,Can’t go back once I click on a post.,NEUTRAL,0.015659846365451813,0.0192594863474369,0.9320765733718872,0.033004164695739746
62,"FB is a left leaning app that makes Trump supporters’ lives miserable. They approve and allow porn and violence, while banning real truth. They replaced the Lifelog app which was a DARPA project, a spy program. I can’t wait till it goes away or gets taken over by good people.",NEGATIVE,6.964036742829194e-07,0.9990195035934448,0.00089100660989061,8.883615373633802e-05
63,"The latest updates to FB on my late generation iPad has the little left back arrow not working at all. Then today a person’s name I don’t know but she’s in a group I’m it, appeared next to the back button and has been there through reboots, etc. Whoa, this app needs some work!",NEGATIVE,9.974534805223813e-06,0.9714514017105104,0.027249274775385857,0.0012894152896478774
64,I’m curious as to why Facebook App in the App Store says the app is 248MB but when looking to free up space on iphone it shows Facebook App taking 76GB of space??? How does that happen and what is it that Facebook is installing on phone without permission???,NEGATIVE,0.00012001777213299648,0.7933364510536194,0.2023966908454895,0.0041468171402812
65,O sea w m bloquearon 4 cuentas y no m dejan entrar a mi cuenta😿😿😿😿😿😿,POSITIVE,2.1399589968496e-05,0.010607456788420677,0.19630713760852814,0.7930640578269958
66,"After several updates, Facebook app has been rendered useless with inability to function like a normal app. Can't access messenger from app, can't tap on back button, can't access my profile page, can't see squats going in Settings for unknown reason the box is extremely small end hard to navigate.",NEGATIVE,1.3426684972728253e-06,0.9974499344825744,0.002053906908258796,0.0004947204142808914
67,Amazing.,NEGATIVE,3.295185024398961e-06,0.9776426553726196,0.022066986188292503,0.0002870096068363637
68,"Are “We The People” living in a Free America anymore?!?!? What happened to Freedom of Speech!?!?! Who are you to say what we can share with our Friends & Family or not?? Are you Doctors, Scientists, or geniuses?? I think not....how can you say that something is “False Information” without some sort of degree to back it up?? Do we have High Schoolers and College Students as Fact Checkers?? Maybe that’s your problem!",NEGATIVE,0.047658178955316544,0.8210047483444214,0.1206418350338936,0.010695173405110836
69,"Of course love it, but we need a dark mode plsss",NEGATIVE,5.356978363124654e-07,0.9987912774086,0.0011047617299482226,0.0001035244931699708
70,I hate it,NEUTRAL,1.7900183593155813e-05,0.014931019395589828,0.9167758226394652,0.06827525794506073
71,FACEBOOKS SUGGESTED FOR YOU ARTICLES HAD A MANDALORIAN SPOILER IN THE TITLE,NEGATIVE,0.0033662512432783838,0.9810598492622375,0.0035872603766620155,0.01198673527687788
72,I can’t search for friends.,NEUTRAL,7.458063919330016e-06,0.4005143940448761,0.5900954604148865,0.00938268471509218
73,iPad Pro iOS 14 back button not working. I can’t tap back,NEGATIVE,3.317706796224229e-05,0.8557911515235901,0.13564857840538025,0.008527043275535107
74,"Unable to create a status activity “watching” for movies or tv shows as the option is now missing!

Sort feed by most recent is now being hidden away in the see more setting and instead items like “dating” and “jobs” are being prioritised in the menu screen. 

News feed is terrible showing posts from days ago.

The new page for Facebook groups is awful showing a mixture of all groups instead of being better like it was before and actually showing me a page with all of the groups I am in and letting me choose which one I want.

Honestly it is prime time for other social media sites to take advantage of this poorly  designed and out of touch platform that prioritises adverts and marketing over the user experience.",NEGATIVE,2.313245886398363e-06,0.9812487363815308,0.017095230519771576,0.0016537922201678155
75,"On iPad 12, navigation on top bar don’t work. If go to comments or notifications can’t get back to post or menu.",NEGATIVE,4.535867446975317e-06,0.6194338798522949,0.3663679957389832,0.014193606562912462
76,"Facebook keeps logging me out and when I’m trying to sign in, there’s an error message “No internet connection” even if I’m on a fast fibre broadband’s wifi connection or on 4G with maximum reception. Only Facebook app can’t find internet, any other apps can find it.",NEUTRAL,2.3569305085402448e-06,0.0009205566602759064,0.9983604550361632,0.0007166010909713805
77,Problem with the back button on the iPad Pro,NEGATIVE,5.312085249897791e-06,0.990226984024048,0.009461327455937862,0.00030637482996098697
78,Always getting logged out of the app,NEUTRAL,0.015659846365451813,0.0192594863474369,0.9320765733718872,0.033004164695739746
79,The top row buttons stopped working. Checking if delete and  re-download fixes this.,NEUTRAL,4.1765473724808544e-05,0.2836022973060608,0.7062764763832092,0.01007947139441967
80,"For the last week or so, the app logs me out multiple times a day on my iPhone.  How can o make it leave me logged in?",NEGATIVE,5.312085249897791e-06,0.990226984024048,0.009461327455937862,0.00030637482996098697
81,"Walk in the Facebook enjoy vast majority of people fake life 
But turns out that thought police start to attack and vaporising grops and account 
You are not allow to think 
Welcome to 1984.",NEUTRAL,0.015659846365451813,0.0192594863474369,0.9320765733718872,0.033004164695739746
82,I don’t like how the emojis and format is set up now,NEUTRAL,7.715855645074042e-06,0.018297024071216583,0.6218230128288269,0.3598722815513611
83,the latest update keeps dropping the session,NEGATIVE,5.312085249897791e-06,0.990226984024048,0.009461327455937862,0.00030637482996098697
84,"I can only imagine that tests are not thorough.  Every new O/S update brings a new set of problems. The latest is that the blue dots indicating new notifications persist after the item is read.  

CRASHING EVERY FEW MINUTES AFTER LATEST UPDATES!",NEUTRAL,0.015659846365451813,0.0192594863474369,0.9320765733718872,0.033004164695739746
85,So now the app keeps kicking me off of my account and when i try to log back in inserting my password it says NO INTERNET CONNECTION and i have my wifi on working fine .. that needs fixing,NEGATIVE,0.00045611255336552864,0.7107798457145691,0.06933776289224625,0.2194262742996216
86,"هناك خطأ كبير في تطبيق الفيس بوك للايفون
هناك مشكلة تحدث عند تسجيل الدخول
وهي تواجه اغلب مستخدمين التطبيق .. المشكله .. حدث خطأ عند تسجيل الدخول الرجاء المحاوله مره اخرى في وقت لاحق .. 
الرجاء حل المشكله في اقرب وقت وشكرا",NEGATIVE,5.312085249897791e-06,0.990226984024048,0.009461327455937862,0.00030637482996098697
87,The emojis makes my phone look Like an android can’t express how I feel using curse words when that’s my personality Facebook is becoming boring now !!!!! Oh and then we can’t put it in dark mode like the other apps I’m so over fb now it use to be fun now it’s lame 😒,NEUTRAL,0.015659846365451813,0.0192594863474369,0.9320765733718872,0.033004164695739746
88,Its been too long!!! No dark mode!!! Well over a year for Facebook to add this feature. Maybe thats y im more less n less on the app.,NEGATIVE,3.4006821806542575e-05,0.962515115737915,0.0371728353202343,0.0002780294162221253
89,plz if ur gonna pass out a new feature alow it to be tested by usal not just selected. with dark mode i can easily find it better to ultilize the app due to to my handycapp issue regarding my vision. tyia,NEGATIVE,0.005722498521208763,0.9103773832321168,0.07976395636796951,0.0041360920295119286
90,"Since this latest update, the back arrows don’t work. So I find myself having to not only close the app but also shut off my tablet so it will reboot. Not funny. Since this latest update, if I could give a minus score I would",NEUTRAL,1.5779698514961638e-05,0.0023876007180660963,0.9799245595932008,0.017672114074230194
91,The back arrow/previous screen arrow does not work,NEGATIVE,2.7308751668897457e-06,0.9121859669685364,0.0857936441898346,0.0020176917314529423
92,"Not too happy the most recent shortcut has moved, maybe this could be put on the shortcut bar at the bottom instead?",POSITIVE,1.8119613741873764e-05,0.0868048444390297,0.13705527782440186,0.7761216759681702
93,"Since the last update, i have to view links on a browser because they load on the fb app, and the app randomly closes",NEUTRAL,2.66179813479539e-06,0.003553318325430155,0.7291728854179382,0.26727116107940674
94,To go back you have to press to the left of the back button about 10 times before it works,NEGATIVE,4.249371272635472e-07,0.9971023201942444,0.002299336716532707,0.0005979162524454296
95,"This version keeps freezing on iPad, the back button in market place doesn’t work all the time. Hyper links not working either",NEUTRAL,0.015659846365451813,0.0192594863474369,0.9320765733718872,0.033004164695739746
96,"It’s nearly 2021, can’t believe Facebook don’t even have dark mode.....",NEGATIVE,1.3964106528874254e-06,0.9674814343452454,0.031093982979655262,0.0014232308603823185
97,"If I could give zero stars then I would. They banned me and then didn’t tell me they muted me which is just a very disgusting way to act. Just by that alone proves how corrupted they are. There’s absolutely no reason for my post not to be post because I have checked all the possibilities and I have 5G and a nice phone so there’s no reason for my post to be blocked besides the fact that they banned me and threw away the key and didn’t even tell me that they muted me. I also had an FIVE STAR online marketplace and convenient store but Facebook fully banned me from making an honest living. I made sure to give the best customer support and I even gave refunds. I was 100% willing to comply and change my posts but they banned me still! They do not deserve the business of Americans! They don’t have the right to take the Authority of Government in their own hands! I will not support a Social network that silences free speech and kicks out innocent users! There’s only one reason they should ever have the right to do this and it’s if American laws are broken! I wronged no one, I scammed no one and I stole from no one! I also never hacked anyone! But I’m banned! I’d give zero stars if I could.  #ReplaceFacebook #destroyfacebook",NEGATIVE,2.7554185635381145e-06,0.9617673754692078,0.035955317318439484,0.0022745337337255482
98,Why can’t I view or post story’s?,NEGATIVE,1.812340769902221e-06,0.9102157950401306,0.032732348889112466,0.05705009400844574
99,After the last update for iPad Facebook is freezing and I am unable to close easily or tap back arrows.....what gives?????,NEGATIVE,2.555376568125212e-07,0.9996427297592164,0.0002890639589168132,6.79611403029412e-05
